"","Round","Cohort","Age","Sex","Cage","Mouse_ID","Weight","Trial","Date","Time","Start","End","trialDur","cFOS","VSA_control","arenaSize","arenaColor","Fecal","fileName","file_name","TrueZero","Chewed","numVoids","minVol","maxVol","meanVol","medVol","totVol"
"253","2","C9","Old","F","1106","1033",26.7,3,"5/14/2024","dark",2025-01-16 05:57:00,2025-01-16 07:57:00,2025-01-16 02:00:00,"","","8"" x 10""","White",9,"20240514_17.57_C9_1106_1033_F_VSA.tiff","20240514_17.57_C9_1106_1033_F_VSA.csv","","",13,1.021776,3.7933434,1.91484752307692,1.6859304,24.8930178
"254","2","C9","Old","F","1106","1033",26.7,2,"5/14/2024","light",2025-01-16 06:09:00,2025-01-16 07:29:00,2025-01-16 01:20:00,"","","8"" x 10""","White",15,"20240514_06.09_C9_1106_1033_F_VSA.tiff","20240514_06.09_C9_1106_1033_F_VSA.csv","","",14,1.0090038,139.280841,17.8199559,2.5480539,249.4793826
"255","2","C9","Old","F","1106","1033",26.7,4,"5/15/2024","dark",2025-01-16 05:56:00,2025-01-16 07:26:00,2025-01-16 01:30:00,"","","8"" x 10""","White",4,"20240515_17.56_C9_1106_1032_F_VSA.tiff","","Y","",0,0,0,0,0,0
"256","2","C9","Old","F","1106","1033",26.7,5,"6/5/2024","light",2025-01-16 06:07:00,2025-01-16 07:10:00,2025-01-16 01:03:00,"Y","","8"" x 10""","White",11,"20240605_06.07_C9_1106_1033_F_VSA.tiff","20240605_06.07_C9_1106_1033_F_VSA.csv","","",4,1.2644478,87.234126,24.0564387,3.8635905,96.2257548
"257","2","C9","Old","F","1106","1034",26.4,1,"5/13/2024","light",2025-01-16 06:34:00,2025-01-16 08:00:00,2025-01-16 01:26:00,"","","8"" x 10""","White",9,"20240513_06.34_C9_1106_1034_F_VSA.tiff","20240513_06.34_C9_1106_1034_F_VSA.csv","","",6,1.0728648,257.5386408,44.7261157,2.5927566,268.3566942
"258","2","C9","Old","F","1106","1034",26.4,2,"5/14/2024","light",2025-01-16 06:09:00,2025-01-16 07:29:00,2025-01-16 01:20:00,"","","8"" x 10""","White",18,"20240514_06.09_C9_1106_1034_F_VSA.tiff","20240514_06.09_C9_1106_1034_F_VSA.csv","","",11,1.213359,2.9120616,1.75095250909091,1.3921698,19.2604776
"259","2","C9","Young","F","89","89_3",25.1,1,"5/9/2024","dark",2025-01-16 06:13:00,2025-01-16 07:43:00,2025-01-16 01:30:00,"","","8"" x 10""","White",5,"20240509_18.13_C9_089_03_F_VSA.tiff","","Y","",0,0,0,0,0,0
"260","2","C9","Young","F","89","89_3",25.1,3,"5/10/2024","dark",2025-01-16 06:05:00,2025-01-16 07:35:00,2025-01-16 01:30:00,"","","8"" x 10""","White",4,"20240510_18.05_C9_089_03_F_VSA.tiff","20240510_18.05_C9_089_03_F_VSA.csv","","",2,3.129189,395.0569182,199.0930536,199.0930536,398.1861072
"261","2","C9","Young","F","89","89_3",25.1,2,"5/10/2024","light",2025-01-16 06:11:00,2025-01-16 07:41:00,2025-01-16 01:30:00,"","","8"" x 10""","White",13,"20240510_06.11_C9_089_03_F_VSA.tiff","20240510_06.11_C9_089_03_F_VSA.csv","","",2,3.1036446,212.3889138,107.7462792,107.7462792,215.4925584
"262","2","C9","Young","F","89","89_3",25.1,4,"5/12/2024","dark",2025-01-16 06:15:00,2025-01-16 07:45:00,2025-01-16 01:30:00,"","","8"" x 10""","White",10,"20240512_18.15_C9_089_03_F_VSA.tiff","","Y","",0,0,0,0,0,0
"263","2","C9","Young","F","89","89_3",25.1,5,"5/15/2024","light",2025-01-16 06:05:00,2025-01-16 07:35:00,2025-01-16 01:30:00,"","","8"" x 10""","White",16,"20240515_06.05_C9_089_03_F_VSA.tiff","20240515_06.05_C9_089_03_F_VSA.csv","","",9,1.3027644,278.7404928,33.0714832,2.0307798,297.6433488
"264","2","C9","Young","F","89","89_3",25.1,6,"6/6/2024","light",2025-01-16 06:03:00,2025-01-16 06:37:00,2025-01-16 00:34:00,"Y","","8"" x 10""","White",7,"20240606_06.03_C9_89_3_F_VSA.tiff","20240606_06.03_C9_89_3_F_VSA_ps.csv","","Y",9,1.0600926,196.2065364,24.3069157333333,2.9120616,218.7622416
"265","2","C9","Young","F","89","89_4",21.9,1,"5/9/2024","dark",2025-01-16 06:14:00,2025-01-16 07:44:00,2025-01-16 01:30:00,"","","8"" x 10""","White",11,"20240509_18.14_C9_089_04_F_VSA.tiff","20240509_18.14_C9_089_04_F_VSA.csv","","",3,1.596525,292.0618974,98.9675204,3.2441388,296.9025612
"266","2","C9","Young","F","89","89_4",21.9,3,"5/10/2024","dark",2025-01-16 06:04:00,2025-01-16 07:34:00,2025-01-16 01:30:00,"","","8"" x 10""","White",7,"20240510_18.04_C9_089_04_F_VSA.tiff","20240510_18.04_C9_089_04_F_VSA.csv","","",2,3.1036446,297.464538,150.2840913,150.2840913,300.5681826
"267","2","C9","Young","F","89","89_4",21.9,2,"5/10/2024","light",2025-01-16 06:11:00,2025-01-16 07:41:00,2025-01-16 01:30:00,"","","8"" x 10""","White",16,"20240510_06.11_C9_089_04_F_VSA.tiff","20240510_06.11_C9_089_04_F_VSA.csv","","",4,3.065328,183.153348,84.2071146,75.3048912,336.8284584
"268","2","C9","Young","F","89","89_4",21.9,4,"5/12/2024","dark",2025-01-16 06:15:00,2025-01-16 07:45:00,2025-01-16 01:30:00,"","","8"" x 10""","White",12,"20240512_18.15_C9_089_04_F_VSA.tiff","20240512_18.15_C9_089_04_F_VSA.csv","","",3,3.2441388,316.0353168,110.202799,11.3289414,330.608397
"269","2","C9","Young","F","89","89_4",21.9,5,"5/15/2024","light",2025-01-16 06:05:00,2025-01-16 07:35:00,2025-01-16 01:30:00,"","","8"" x 10""","White",13,"20240515_06.05_C9_089_04_F_VSA.tiff","20240515_06.05_C9_089_04_F_VSA.csv","","",4,2.618301,180.343464,82.34556645,73.2102504,329.3822658
"270","2","C9","Young","F","89","89_4",21.9,6,"6/5/2024","dark",2025-01-16 05:51:00,2025-01-16 07:19:00,2025-01-16 01:28:00,"Y","","8"" x 10""","White",3,"20240605_17.51_C9_89_4_F_VSA.tiff","20240605_17.51_C9_89_4_F_VSA.csv","","",1,325.8060498,325.8060498,325.8060498,325.8060498,325.8060498
"271","2","C9","Young","F","89","89_5",22.7,1,"5/9/2024","dark",2025-01-16 06:15:00,2025-01-16 07:45:00,2025-01-16 01:30:00,"","","8"" x 10""","White",7,"20240509_18.15_C9_089_05_F_VSA.tiff","20240509_18.15_C9_089_05_F_VSA.csv","","",3,2.9248338,243.821298,131.7622726,148.540686,395.2868178
"272","2","C9","Young","F","89","89_5",22.7,3,"5/10/2024","dark",2025-01-16 06:04:00,2025-01-16 07:34:00,2025-01-16 01:30:00,"","","8"" x 10""","White",9,"20240510_18.04_C9_089_05_F_VSA.tiff","20240510_18.04_C9_089_05_F_VSA.csv","","",2,3.0525558,382.8339228,192.9432393,192.9432393,385.8864786
"273","2","C9","Young","F","89","89_5",22.7,2,"5/10/2024","light",2025-01-16 06:11:00,2025-01-16 07:41:00,2025-01-16 01:30:00,"","","8"" x 10""","White",15,"20240510_06.11_C9_089_05_F_VSA.tiff","20240510_06.11_C9_089_05_F_VSA.csv","","",4,3.256911,143.1508176,89.53631505,105.8687658,358.1452602
"274","2","C9","Young","F","89","89_5",22.7,4,"5/12/2024","dark",2025-01-16 06:15:00,2025-01-16 07:45:00,2025-01-16 01:30:00,"","","8"" x 10""","White",8,"20240512_18.15_C9_089_05_F_VSA.tiff","20240512_18.15_C9_089_05_F_VSA.csv","","",2,3.19305,295.0122756,149.1026628,149.1026628,298.2053256
"275","2","C9","Young","F","89","89_5",22.7,5,"5/15/2024","light",2025-01-16 06:05:00,2025-01-16 07:35:00,2025-01-16 01:30:00,"","","8"" x 10""","White",13,"20240515_06.05_C9_089_05_F_VSA.tiff","20240515_06.05_C9_089_05_F_VSA.csv","","",7,1.1111814,172.616283,37.760097,1.3666254,264.320679
"276","2","C9","Young","F","89","89_5",22.7,6,"6/5/2024","dark",2025-01-16 05:50:00,2025-01-16 07:04:00,2025-01-16 01:14:00,"Y","","8"" x 10""","White",3,"20240605_17.50_C9_89_05_F_VSA.tiff","20240605_17.50_C9_89_05_F_VSA.csv","","",3,1.0090038,234.306009,79.719815,3.8444322,239.159445
"277","2","C9","Old","M","90","90_0",31.8,1,"5/12/2024","dark",2025-01-16 06:15:00,2025-01-16 07:45:00,2025-01-16 01:30:00,"","","8"" x 10""","White",9,"20240512_18.15_C9_090_00_M_VSA.tiff","20240512_18.15_C9_090_00_M_VSA.csv","","",7,1.3921698,458.266536,69.7672302,2.9886948,488.3706114
"278","2","C9","Old","M","90","90_0",31.8,3,"5/14/2024","dark",2025-01-16 05:58:00,2025-01-16 07:28:00,2025-01-16 01:30:00,"","","8"" x 10""","White",8,"20240514_17.58_C9_090_00_M_VSA.tiff","20240514_17.58_C9_090_00_M_VSA.csv","","",3,3.19305,363.0625572,132.6733562,31.7644614,398.0200686
"279","2","C9","Old","M","90","90_0",31.8,2,"5/14/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",17,"20240514_06.08_C9_090_00_M_VSA.tiff","20240514_06.08_C9_090_00_M_VSA.csv","","",23,1.0473204,211.4565432,18.1548493304348,3.2952276,417.5615346
"280","2","C9","Old","M","90","90_0",31.8,4,"5/15/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",14,"20240515_06.08_C9_090_00_M_VSA.tiff","20240515_06.08_C9_090_00_M_VSA.csv","","",10,1.1367258,193.9714014,22.1789253,3.1802778,221.789253
"281","2","C9","Old","M","90","90_0",31.8,5,"6/3/2024","dark",2025-01-16 05:51:00,2025-01-16 08:02:00,2025-01-16 02:11:00,"Y","","8"" x 10""","White",17,"20240603_17.51_C9_90_0_M_VSA.tiff","20240603_17.51_C9_90_0_M_VSA.csv","","",3,1.3793976,272.8525086,96.2938732,14.6497134,288.8816196
"282","2","C9","Old","M","90","90_1",32.3,1,"5/12/2024","dark",2025-01-16 06:16:00,2025-01-16 07:46:00,2025-01-16 01:30:00,"","","8"" x 10""","White",16,"20240512_18.16_C9_090_01_M_VSA.tiff","20240512_18.16_C9_090_01_M_VSA.csv","","",5,2.7843396,523.9028718,189.64673448,5.4792738,948.2336724
"283","2","C9","Old","M","90","90_1",32.3,3,"5/14/2024","dark",2025-01-16 05:58:00,2025-01-16 07:28:00,2025-01-16 01:30:00,"","","8"" x 10""","White",10,"20240514_17.58_C9_090_01_M_VSA.tiff","20240514_17.58_C9_090_01_M_VSA.csv","","",2,3.1036446,426.910785,215.0072148,215.0072148,430.0144296
"284","2","C9","Old","M","90","90_1",32.3,2,"5/14/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",17,"20240514_06.08_C9_090_01_M_VSA.tiff","20240514_06.08_C9_090_01_M_VSA.csv","","",11,1.0600926,315.8948226,30.3281694545455,1.8902856,333.609864
"285","2","C9","Old","M","90","90_1",32.3,4,"5/15/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",12,"20240515_06.08_C9_090_01_M_VSA.tiff","20240515_06.08_C9_090_01_M_VSA.csv","","",18,1.021776,248.227707,15.8346897333333,2.3181543,285.0244152
"286","2","C9","Old","M","90","90_1",32.3,5,"6/4/2024","light",2025-01-16 06:02:00,2025-01-16 08:15:00,2025-01-16 02:13:00,"Y","","8"" x 10""","White",23,"20240604_06.02_C9_90_1_M_VSA.tiff","20240604_06.02_C9_90_1_M_VSA.csv","","",24,1.021776,240.8964642,11.9909671,1.5582084,287.7832104
"287","2","C9","Old","M","90","90_2",33.6,1,"5/12/2024","dark",2025-01-16 06:17:00,2025-01-16 07:47:00,2025-01-16 01:30:00,"","","8"" x 10""","White",7,"20240512_18.17_C9_090_02_M_VSA.tiff","20240512_18.17_C9_090_02_M_VSA.csv","","",4,1.5454362,375.2855526,95.408334,2.4011736,381.633336
"288","2","C9","Old","M","90","90_2",33.6,3,"5/14/2024","dark",2025-01-16 05:58:00,2025-01-16 07:28:00,2025-01-16 01:30:00,"","","8"" x 10""","White",8,"20240514_17.58_C9_090_02_M_VSA.tiff","20240514_17.58_C9_090_02_M_VSA.csv","","",2,2.9503782,355.3992372,179.1748077,179.1748077,358.3496154
"289","2","C9","Old","M","90","90_2",33.6,2,"5/14/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",12,"20240514_06.08_C9_090_02_M_VSA.tiff","20240514_06.08_C9_090_02_M_VSA.csv","","",10,1.0984092,126.1510194,14.51432808,1.9030578,145.1432808
"290","2","C9","Old","M","90","90_2",33.6,4,"5/15/2024","light",2025-01-16 06:08:00,2025-01-16 07:38:00,2025-01-16 01:30:00,"","","8"" x 10""","White",22,"20240515_06.08_C9_090_02_M_VSA.tiff","20240515_06.08_C9_090_02_M_VSA.csv","","",19,1.0345482,191.1742896,19.5186104842105,1.8391968,370.8535992
"291","2","C9","Old","M","90","90_2",33.6,5,"6/4/2024","light",2025-01-16 06:02:00,2025-01-16 06:41:00,2025-01-16 00:39:00,"Y","","8"" x 10""","White",13,"20240604_06.02_C9_90_2_M_VSA.tiff","20240604_06.02_C9_90_2_M_VSA.csv","","",10,1.3666254,149.7157284,19.41629844,2.4714207,194.1629844
"292","2","C10","Old","M","91","91_0",33.5,2,"5/13/2024","dark",2025-01-16 05:55:00,2025-01-16 07:55:00,2025-01-16 02:00:00,"","","8"" x 10""","White",26,"20240513_17.55_C10_091_00_M_VSA.tiff","20240513_17.55_C10_091_00_M_VSA.csv","","",7,1.341081,628.5327342,175.0320534,3.2313666,1225.2243738
"293","2","C10","Old","M","91","91_0",33.5,1,"5/13/2024","light",2025-01-16 06:45:00,2025-01-16 08:15:00,2025-01-16 01:30:00,"","","8"" x 10""","White",21,"20240513_06.45_C10_091_00_M_VSA.tiff","20240513_06.45_C10_091_00_M_VSA.csv","","",13,1.021776,348.106311,55.5060162461538,2.2606794,721.5782112
"294","2","C10","Old","M","91","91_0",33.5,3,"5/15/2024","dark",2025-01-16 05:58:00,2025-01-16 07:28:00,2025-01-16 01:30:00,"","","8"" x 10""","White",19,"20240515_17.58_C10_091_0_M_VSA.tiff","20240515_17.58_C10_091_0_M_VSA_ps.csv","","",6,1.021776,501.6792438,231.5770156,207.8292384,1389.4620936
"295","2","C10","Old","M","91","91_0",33.5,5,"5/16/2024","dark",2025-01-16 06:06:00,2025-01-16 07:31:00,2025-01-16 01:25:00,"Y","","8"" x 10""","White",23,"20240516_18.06_C10_091_0_M_VSA.tiff","20240516_18.06_C10_091_0_M_VSA.csv","","",8,1.0090038,359.8695072,47.10068055,1.8136524,376.8054444
"296","2","C10","Old","M","91","91_0",33.5,4,"5/16/2024","light",2025-01-16 06:21:00,2025-01-16 07:51:00,2025-01-16 01:30:00,"","","8"" x 10""","White",31,"20240516_06.21_C10_091_0_M_VSA.tiff","20240516_06.21_C10_091_0_M_VSA.csv","","",17,1.0984092,204.099756,32.8433366470588,1.6220694,558.336723
"297","2","C10","Old","M","91","91_1",35.2,2,"5/13/2024","dark",2025-01-16 05:55:00,2025-01-16 07:55:00,2025-01-16 02:00:00,"","","8"" x 10""","White",18,"20240513_17.55_C10_091_01_M_VSA.tiff","20240513_17.55_C10_091_01_M_VSA.csv","","",6,1.1367258,413.81928,73.9489093,5.8624398,443.6934558
"298","2","C10","Old","M","91","91_1",35.2,1,"5/13/2024","light",2025-01-16 06:45:00,2025-01-16 08:15:00,2025-01-16 01:30:00,"","","8"" x 10""","White",21,"20240513_06.45_C10_091_01_M_VSA.tiff","20240513_06.45_C10_091_01_M_VSA.csv","","",27,1.0984092,259.5566484,12.5446656222222,2.298996,338.7059718
"299","2","C10","Old","M","91","91_1",35.2,3,"5/15/2024","dark",2025-01-16 05:59:00,2025-01-16 07:29:00,2025-01-16 01:30:00,"","","8"" x 10""","White",10,"20240515_17.59_C10_091_1_M_VSA.tiff","","Y","",0,0,0,0,0,0
"300","2","C10","Old","M","91","91_1",35.2,4,"5/16/2024","light",2025-01-16 06:22:00,2025-01-16 07:52:00,2025-01-16 01:30:00,"","","8"" x 10""","White",19,"20240515_06.22_C10_091_1_M_VSA.tiff","20240515_06.22_C10_091_1_M_VSA.csv","","",5,1.4943474,384.0345096,78.51837672,1.6859304,392.5918836
"301","2","C10","Old","M","91","91_1",35.2,5,"6/2/2024","dark",2025-01-16 05:56:00,2025-01-16 07:31:00,2025-01-16 01:35:00,"Y","","8"" x 10""","White",10,"20240602_17.56_C10_91_1_M_VSA.tiff","20240602_17.56_C10_91_1_M_VSA.csv","","",24,1.0600926,428.6478042,25.7061812,1.7625636,616.9483488
"302","2","C10","Old","M","91","91_2",31.5,2,"5/13/2024","dark",2025-01-16 05:55:00,2025-01-16 07:55:00,2025-01-16 02:00:00,"","","8"" x 10""","White",12,"20240513_17.55_C10_091_02_M_VSA.tiff","","Y","",0,0,0,0,0,0
"303","2","C10","Old","M","91","91_2",31.5,1,"5/13/2024","light",2025-01-16 06:45:00,2025-01-16 08:15:00,2025-01-16 01:30:00,"","","8"" x 10""","White",12,"20240513_06.45_C10_091_02_M_VSA.tiff","20240513_06.45_C10_091_02_M_VSA.csv","","",41,1.0728648,123.4816296,6.92751667317073,1.9286022,284.0281836
"304","2","C10","Old","M","91","91_2",31.5,3,"5/15/2024","dark",2025-01-16 05:59:00,2025-01-16 07:29:00,2025-01-16 01:30:00,"","","8"" x 10""","White",13,"20240515_17.59_C10_091_2_M_VSA.tiff","20240515_17.59_C10_091_2_M_VSA.csv","","",2,1.8775134,486.3909204,244.1342169,244.1342169,488.2684338
"305","2","C10","Old","M","91","91_2",31.5,4,"5/16/2024","light",2025-01-16 06:22:00,2025-01-16 07:52:00,2025-01-16 01:30:00,"","","8"" x 10""","White",23,"20240516_06.22_C10_091_2_M_VSA.tiff","20240516_06.22_C10_091_2_M_VSA.csv","","",10,1.404942,416.1055038,44.76145212,2.4586485,447.6145212
"306","2","C10","Old","M","91","91_2",31.5,5,"6/2/2024","dark",2025-01-16 05:56:00,2025-01-16 07:35:00,2025-01-16 01:39:00,"Y","","8"" x 10""","White",13,"20240602_17.56_C10_91_2_M_VSA.tiff","20240602_17.56_C10_91_2_M_VSA.csv","","",1,364.710171,364.710171,364.710171,364.710171,364.710171
"307","2","C10","Old","M","92","92_3",43.7,1,"5/13/2024","dark",2025-01-16 05:57:00,2025-01-16 07:57:00,2025-01-16 02:00:00,"","","8"" x 10""","White",11,"20240513_17.57_C10_092_03_M_VSA.tiff","","Y","",0,0,0,0,0,0
"308","2","C10","Old","M","92","92_3",43.7,3,"5/16/2024","dark",2025-01-16 06:04:00,2025-01-16 07:34:00,2025-01-16 01:30:00,"","","8"" x 10""","Black",6,"20240516_18.04_C10_092_3_M_VSA.tiff","","Y","",0,0,0,0,0,0
"309","2","C10","Old","M","92","92_3",43.7,2,"5/16/2024","light",2025-01-16 06:24:00,2025-01-16 07:54:00,2025-01-16 01:30:00,"","","8"" x 10""","White",13,"20240516_06.24_C10_092_3_M_VSA.tiff","20240516_06.24_C10_092_3_M_VSA.csv","","",9,1.0090038,5.3132352,1.75688706666667,1.1750424,15.8119836
"310","2","C10","Old","M","92","92_3",43.7,4,"5/17/2024","light",2025-01-16 05:59:00,2025-01-16 07:29:00,2025-01-16 01:30:00,"","","8"" x 10""","Black",15,"20240517_05.59_C10_092_4_M_VSA.tiff","20240517_05.59_C10_092_4_M_VSA.csv","","",15,1.0473204,176.0136882,24.90238408,1.8775134,373.5357612
"311","2","C10","Old","M","92","92_3",43.7,5,"6/3/2024","light",2025-01-16 05:56:00,2025-01-16 06:19:00,2025-01-16 00:23:00,"Y","","8"" x 10""","White",8,"20240603_05.56_C10_92_3_M_VSA.tiff","20240603_05.56_C10_92_3_M_VSA.csv","","",3,1.3921698,140.2643004,49.4667306,6.7437216,148.4001918
"312","2","C10","Old","M","92","92_4",36.7,1,"5/13/2024","dark",2025-01-16 05:57:00,2025-01-16 07:57:00,2025-01-16 02:00:00,"","","8"" x 10""","White",15,"20240513_17.57_C10_092_04_M_VSA.tiff","20240513_17.57_C10_092_04_M_VSA.csv","","",8,1.27722,392.1831732,51.965292225,2.7204786,415.7223378
"313","2","C10","Old","M","92","92_4",36.7,3,"5/16/2024","dark",2025-01-16 06:04:00,2025-01-16 07:34:00,2025-01-16 01:30:00,"","","8"" x 10""","White",11,"20240516_18.04_C10_092_4_M_VSA.tiff","","Y","",0,0,0,0,0,0
"314","2","C10","Old","M","92","92_4",36.7,2,"5/16/2024","light",2025-01-16 06:23:00,2025-01-16 07:53:00,2025-01-16 01:30:00,"","","8"" x 10""","White",23,"20240516_06.23_C10_092_4_M_VSA.tiff","20240516_06.23_C10_092_4_M_VSA.csv","","",12,1.0600926,178.7852556,17.27120745,1.8200385,207.2544894
"315","2","C10","Old","M","92","92_4",36.7,4,"5/17/2024","light",2025-01-16 05:59:00,2025-01-16 07:29:00,2025-01-16 01:30:00,"","","8"" x 10""","White",29,"20240517_05.59_C10_092_4_M_VSA.tiff","20240517_05.59_C10_092_4_M_VSA.csv","","",15,1.0473204,176.0136882,24.90238408,1.8775134,373.5357612
"316","2","C10","Old","M","92","92_4",36.7,5,"6/3/2024","light",2025-01-16 05:56:00,2025-01-16 07:19:00,2025-01-16 01:23:00,"Y","","8"" x 10""","White",24,"20240603_05.56_C10_92_4_M_VSA.tiff","20240603_05.56_C10_92_4_M_VSA.csv","","",12,1.021776,138.3356982,14.5305062,2.2159767,174.3660744
"317","2","C10","Old","M","92","92_5",39.2,1,"5/13/2024","dark",2025-01-16 05:57:00,2025-01-16 07:57:00,2025-01-16 02:00:00,"","","8"" x 10""","White",10,"20240513_17.57_C10_092_05_M_VSA.tiff","20240513_17.57_C10_092_05_M_VSA.csv","","",5,1.3793976,321.3230076,110.49741108,2.7332508,552.4870554
"318","2","C10","Old","M","92","92_5",39.2,3,"5/16/2024","dark",2025-01-16 06:04:00,2025-01-16 07:34:00,2025-01-16 01:30:00,"","","8"" x 10""","White",9,"20240516_18.04_C10_092_5_M_VSA.tiff","20240516_18.04_C10_092_5_M_VSA.csv","","",4,1.0345482,439.2104136,110.64876165,1.1750424,442.5950466
"319","2","C10","Old","M","92","92_5",39.2,2,"5/16/2024","light",2025-01-16 06:24:00,2025-01-16 07:54:00,2025-01-16 01:30:00,"","","8"" x 10""","White",17,"20240516_06.24_C10_092_5_M_VSA.tiff","20240516_06.24_C10_092_5_M_VSA.csv","","",5,1.2389034,328.4882118,67.41422604,1.9541466,337.0711302
"320","2","C10","Old","M","92","92_5",39.2,4,"5/17/2024","light",2025-01-16 05:58:00,2025-01-16 07:28:00,2025-01-16 01:30:00,"","","8"" x 10""","White",19,"20240517_05.58_C10_092_5_M_VSA.tiff","20240517_05.58_C10_092_5_M_VSA.csv","","",15,1.0728648,195.1336716,27.35124056,2.1840462,410.2686084
"321","2","C10","Old","M","92","92_5",39.2,5,"6/2/2024","dark",2025-01-16 05:57:00,2025-01-16 07:26:00,2025-01-16 01:29:00,"Y","","8"" x 10""","White",12,"20240602_17.57_C10_92_05_M_VSA.tiff","20240602_17.57_C10_92_05_M_VSA.csv","","",5,1.085637,366.0640242,75.71615604,1.7625636,378.5807802
"322","2","C10","Old","F","93","93_0",29.8,1,"5/16/2024","dark",2025-01-16 06:02:00,2025-01-16 07:32:00,2025-01-16 01:30:00,"","","8"" x 10""","White",9,"20240516_18.02_C10_093_0_F_VSA.tiff","20240516_18.02_C10_093_0_F_VSA.csv","","",7,1.4304864,294.9228702,44.1151788,2.2606794,308.8062516
"323","2","C10","Old","F","93","93_0",29.8,2,"5/17/2024","light",2025-01-16 06:02:00,2025-01-16 07:34:00,2025-01-16 01:32:00,"","","8"" x 10""","White",10,"20240517_06.02_C10_093_0_F_VSA.tiff","20240517_06.02_C10_093_0_F_VSA.csv","","",7,1.213359,316.5334326,47.1166458,2.0180076,329.8165206
"324","2","C10","Old","F","93","93_0",29.8,4,"5/19/2024","dark",2025-01-16 06:00:00,2025-01-16 07:30:00,2025-01-16 01:30:00,"","","8"" x 10""","White",8,"20240519_18.00_C10_93_0_F_VSA.tiff","20240519_18.00_C10_93_0_F_VSA.csv","","",5,1.1239536,4.5724476,2.45481684,1.9030578,12.2740842
"325","2","C10","Old","F","93","93_0",29.8,3,"5/19/2024","light",2025-01-16 07:18:00,2025-01-16 08:48:00,2025-01-16 01:30:00,"","","8"" x 10""","White",19,"20240519_07.18_C10_93_0_F_VSA.tiff","20240519_07.18_C10_93_0_F_VSA.csv","","",18,1.1111814,196.8962352,13.3363055,2.298996,240.053499
"326","2","C10","Old","F","93","93_0",29.8,5,"6/4/2024","dark",2025-01-16 05:56:00,2025-01-16 07:45:00,2025-01-16 01:49:00,"Y","","8"" x 10""","White",4,"20240604_17.56_C10_93_0_F_VSA.tiff","20240604_17.56_C10_93_0_F_VSA.csv","","",1,343.3039638,343.3039638,343.3039638,343.3039638,343.3039638
"327","2","C10","Old","F","93","93_1",34.1,1,"5/16/2024","dark",2025-01-16 07:41:00,2025-01-16 09:11:00,2025-01-16 01:30:00,"","","8"" x 10""","White",2,"20240516_19.41_C10_093_1_F_VSA.tiff","20240516_19.41_C10_093_1_F_VSA.csv","","",4,1.0090038,146.7653502,37.80890505,1.7306331,151.2356202
"328","2","C10","Old","F","93","93_1",34.1,2,"5/17/2024","light",2025-01-16 07:04:00,2025-01-16 08:34:00,2025-01-16 01:30:00,"","","8"" x 10""","White",19,"20240517_07.04_C10_93_1_F_VSA.tiff","20240517_07.04_C10_93_1_F_VSA.csv","","",20,1.0473204,144.2492268,9.34541874,1.6731582,186.9083748
"329","2","C10","Old","F","93","93_1",34.1,4,"5/19/2024","dark",2025-01-16 06:00:00,2025-01-16 07:30:00,2025-01-16 01:30:00,"","","8"" x 10""","White",8,"20240519_18.00_C10_93_1_F_VSA.tiff","","Y","",0,0,0,0,0,0
"330","2","C10","Old","F","93","93_1",34.1,3,"5/19/2024","light",2025-01-16 07:18:00,2025-01-16 08:48:00,2025-01-16 01:30:00,"","","8"" x 10""","White",15,"20240519_07.18_C10_93_1_F_VSA.tiff","20240519_07.18_C10_93_1_F_VSA.csv","","",21,1.0090038,5.7091734,2.2886566,1.91583,48.0617886
"331","2","C10","Old","F","93","93_1",34.1,5,"6/5/2024","light",2025-01-16 06:07:00,2025-01-16 06:36:00,2025-01-16 00:29:00,"Y","","8"" x 10""","White",11,"20240605_06.24_C10_93_1_F_VSA.tiff","20240605_06.24_C10_93_1_F_VSA.csv","","",3,2.8482006,127.9646718,45.0560642,4.3553202,135.1681926
"332","2","C10","Old","F","93","93_2",31.5,1,"5/16/2024","dark",2025-01-16 07:35:00,2025-01-16 09:05:00,2025-01-16 01:30:00,"","","8"" x 10""","White",7,"20240516_19.35_C10_093_2_F_VSA.tiff","20240516_19.35_C10_093_2_F_VSA.csv","","",8,1.0090038,472.9801104,60.9042357,1.7944941,487.2338856
"333","2","C10","Old","F","93","93_2",31.5,2,"5/17/2024","light",2025-01-16 06:02:00,2025-01-16 07:34:00,2025-01-16 01:32:00,"","","8"" x 10""","White",15,"20240517_06.02_C10_93_2_F_VSA.tiff","20240517_06.02_C10_93_2_F_VSA.csv","","",19,1.1111814,14.5986246,4.72235289473684,4.0487874,89.724705
"334","2","C10","Old","F","93","93_2",31.5,4,"5/19/2024","dark",2025-01-16 06:00:00,2025-01-16 07:30:00,2025-01-16 01:30:00,"","","8"" x 10""","White",5,"20240519_18.00_C10_93_2_F_VSA.tiff","","Y","",0,0,0,0,0,0
